p	c	rel	tg_p	tg_c	tg_diff	step
7473	26464	-1	354	0	354	step 2	
702	26464	-1	228	0	228	step 2	
9286	26464	-1	26	0	26	step 2	
174	36864	-1	6870	0	6870	step 2	
2914	36864	-1	1580	0	1580	step 2	
5511	36864	-1	364	0	364	step 2	
8218	36864	-1	1553	0	1553	step 2	
174	42965	-1	6870	0	6870	step 2	
3356	42965	-1	6747	0	6747	step 2	
34224	201225	-1	309	0	309	step 2	
31477	201791	-1	146	0	146	step 2	
43366	201791	-1	122	0	122	step 2	
174	202954	-1	6870	0	6870	step 2	
1299	202954	-1	2510	0	2510	step 2	
24785	202954	-1	241	0	241	step 2	
6939	205530	-1	10884	0	10884	step 2	
47787	205530	-1	93	0	93	step 2	
51531	205530	-1	7	0	7	step 2	
1299	12453	-1	2510	0	2510	step 2	
39912	12453	-1	123	0	123	step 2	
3356	35180	-1	6747	0	6747	step 2	
6461	35180	-1	2722	0	2722	step 2	
3257	35180	-1	1869	0	1869	step 2	
34224	41624	-1	309	0	309	step 2	
12615	41624	-1	203	0	203	step 2	
174	44034	-1	6870	0	6870	step 2	
3356	44034	-1	6747	0	6747	step 2	
6939	44034	-1	10884	0	10884	step 2	
2914	198290	-1	1580	0	1580	step 2	
6939	198290	-1	10884	0	10884	step 2	
6661	198290	-1	180	0	180	step 2	
29467	198290	-1	160	0	160	step 2	
3320	199670	-1	698	0	698	step 2	
6939	199670	-1	10884	0	10884	step 2	
8674	199670	-1	284	0	284	step 2	
1273	199670	-1	270	0	270	step 2	
24785	199670	-1	241	0	241	step 2	
51088	199670	-1	159	0	159	step 2	
2611	199670	-1	73	0	73	step 2	
50309	199670	-1	67	0	67	step 2	
5459	199670	-1	16	0	16	step 2	
6881	199670	-1	14	0	14	step 2	
3356	59675	-1	6747	0	6747	step 2	
1299	59675	-1	2510	0	2510	step 2	
8881	59675	-1	417	0	417	step 2	
3209	59675	-1	171	0	171	step 2	
21473	59675	-1	160	0	160	step 2	
12693	59675	-1	144	0	144	step 2	
3356	205627	-1	6747	0	6747	step 2	
1299	205627	-1	2510	0	2510	step 2	
33891	205627	-1	2095	0	2095	step 2	
24482	205627	-1	366	0	366	step 2	
174	13039	-1	6870	0	6870	step 2	
3257	13039	-1	1869	0	1869	step 2	
3320	13039	-1	698	0	698	step 2	
8455	21221	-1	330	0	330	step 2	
6204	21221	-1	260	0	260	step 2	
24785	21221	-1	241	0	241	step 2	
57866	21221	-1	119	0	119	step 2	
20764	50766	-1	1837	0	1837	step 2	
25478	50766	-1	75	0	75	step 2	
39153	50766	-1	42	0	42	step 2	
24785	51050	-1	241	0	241	step 2	
57866	51050	-1	119	0	119	step 2	
39647	51050	-1	105	0	105	step 2	
3356	51978	-1	6747	0	6747	step 2	
1299	51978	-1	2510	0	2510	step 2	
2914	51978	-1	1580	0	1580	step 2	
174	63293	-1	6870	0	6870	step 2	
37100	63293	-1	2148	0	2148	step 2	
30844	63293	-1	1411	0	1411	step 2	
60171	63293	-1	1345	0	1345	step 2	
52025	63293	-1	360	0	360	step 2	
37271	63293	-1	358	0	358	step 2	
32934	63293	-1	312	0	312	step 2	
33763	63293	-1	208	0	208	step 2	
63927	63293	-1	172	0	172	step 2	
31638	63293	-1	120	0	120	step 2	
13004	63293	-1	94	0	94	step 2	
9957	63293	-1	87	0	87	step 2	
327708	63293	-1	56	0	56	step 2	
32425	63293	-1	54	0	54	step 2	
20119	63293	-1	47	0	47	step 2	
10094	63293	-1	46	0	46	step 2	
17828	63293	-1	46	0	46	step 2	
15440	63293	-1	43	0	43	step 2	
37035	63293	-1	39	0	39	step 2	
48326	63293	-1	38	0	38	step 2	
23951	63293	-1	30	0	30	step 2	
61580	63293	-1	27	0	27	step 2	
10084	63293	-1	20	0	20	step 2	
397326	63293	-1	17	0	17	step 2	
37447	63293	-1	14	0	14	step 2	
37020	63293	-1	14	0	14	step 2	
328107	63293	-1	14	0	14	step 2	
24305	63293	-1	12	0	12	step 2	
37063	63293	-1	10	0	10	step 2	
37545	63293	-1	9	0	9	step 2	
58460	63293	-1	9	0	9	step 2	
18592	63293	-1	8	0	8	step 2	
146984	63293	-1	7	0	7	step 2	
141013	63293	-1	7	0	7	step 2	
37440	63293	-1	7	0	7	step 2	
40300	63293	-1	7	0	7	step 2	
24796	63293	-1	6	0	6	step 2	
206186	63293	-1	6	0	6	step 2	
135814	63293	-1	6	0	6	step 2	
37577	63293	-1	6	0	6	step 2	
212522	63293	-1	5	0	5	step 2	
210834	63293	-1	4	0	4	step 2	
272806	63293	-1	4	0	4	step 2	
64116	63293	-1	4	0	4	step 2	
265695	63293	-1	4	0	4	step 2	
270173	63293	-1	4	0	4	step 2	
131976	63293	-1	3	0	3	step 2	
37143	63293	-1	3	0	3	step 2	
43268	63293	-1	3	0	3	step 2	
64150	63293	-1	3	0	3	step 2	
54980	63293	-1	2	0	2	step 2	
45723	63293	-1	2	0	2	step 2	
58469	63293	-1	2	0	2	step 2	
141864	63293	-1	2	0	2	step 2	
328452	63293	-1	2	0	2	step 2	
395627	63293	-1	2	0	2	step 2	
150125	63293	-1	2	0	2	step 2	
327719	63293	-1	2	0	2	step 2	
3320	197915	-1	698	0	698	step 2	
13237	197915	-1	403	0	403	step 2	
174	58138	-1	6870	0	6870	step 2	
8455	58138	-1	330	0	330	step 2	
174	200478	-1	6870	0	6870	step 2	
6461	200478	-1	2722	0	2722	step 2	
1299	200478	-1	2510	0	2510	step 2	
2914	200478	-1	1580	0	1580	step 2	
1680	200478	-1	345	0	345	step 2	
8551	200478	-1	301	0	301	step 2	
10912	200478	-1	24	0	24	step 2	
34224	206755	-1	309	0	309	step 2	
2914	34756	-1	1580	0	1580	step 2	
6939	34756	-1	10884	0	10884	step 2	
24785	34756	-1	241	0	241	step 2	
3356	44788	-1	6747	0	6747	step 2	
3257	44788	-1	1869	0	1869	step 2	
3257	51483	-1	1869	0	1869	step 2	
6939	51483	-1	10884	0	10884	step 2	
21385	51483	-1	143	0	143	step 2	
3356	61266	-1	6747	0	6747	step 2	
3257	61266	-1	1869	0	1869	step 2	
174	203101	-1	6870	0	6870	step 2	
3356	203101	-1	6747	0	6747	step 2	
4826	203101	-1	1314	0	1314	step 2	
3356	2818	-1	6747	0	6747	step 2	
1299	2818	-1	2510	0	2510	step 2	
1299	25068	-1	2510	0	2510	step 2	
3320	25068	-1	698	0	698	step 2	
174	25374	-1	6870	0	6870	step 2	
3356	25374	-1	6747	0	6747	step 2	
1299	25374	-1	2510	0	2510	step 2	
6939	25374	-1	10884	0	10884	step 2	
9002	25374	-1	2932	0	2932	step 2	
57344	25374	-1	335	0	335	step 2	
1299	35709	-1	2510	0	2510	step 2	
6939	35709	-1	10884	0	10884	step 2	
24785	35709	-1	241	0	241	step 2	
57866	35709	-1	119	0	119	step 2	
3356	50061	-1	6747	0	6747	step 2	
1299	50061	-1	2510	0	2510	step 2	
174	199421	-1	6870	0	6870	step 2	
3356	199421	-1	6747	0	6747	step 2	
1299	199421	-1	2510	0	2510	step 2	
3320	199421	-1	698	0	698	step 2	
1299	206141	-1	2510	0	2510	step 2	
3320	206141	-1	698	0	698	step 2	
58243	206141	-1	115	0	115	step 2	
3356	8469	-1	6747	0	6747	step 2	
3320	8469	-1	698	0	698	step 2	
13237	8469	-1	403	0	403	step 2	
174	15967	-1	6870	0	6870	step 2	
3257	15967	-1	1869	0	1869	step 2	
6830	15967	-1	350	0	350	step 2	
20473	15967	-1	1336	0	1336	step 2	
9009	15967	-1	394	0	394	step 2	
12912	15967	-1	327	0	327	step 2	
40676	15967	-1	156	0	156	step 2	
207336	15967	-1	122	0	122	step 2	
262287	15967	-1	68	0	68	step 2	
133480	15967	-1	9	0	9	step 2	
197226	15967	-1	4	0	4	step 2	
6939	16298	-1	10884	0	10884	step 2	
24785	16298	-1	241	0	241	step 2	
43350	16298	-1	203	0	203	step 2	
41960	16298	-1	142	0	142	step 2	
3356	31399	-1	6747	0	6747	step 2	
3320	31399	-1	698	0	698	step 2	
8375	31399	-1	5	0	5	step 2	
2914	33848	-1	1580	0	1580	step 2	
5511	33848	-1	364	0	364	step 2	
174	50858	-1	6870	0	6870	step 2	
8218	50858	-1	1553	0	1553	step 2	
39801	50858	-1	22	0	22	step 2	
1299	57537	-1	2510	0	2510	step 2	
33891	57537	-1	2095	0	2095	step 2	
174	201877	-1	6870	0	6870	step 2	
6762	201877	-1	688	0	688	step 2	
8968	201877	-1	58	0	58	step 2	
3257	205543	-1	1869	0	1869	step 2	
2914	205543	-1	1580	0	1580	step 2	
3356	12902	-1	6747	0	6747	step 2	
24785	12902	-1	241	0	241	step 2	
49127	12902	-1	162	0	162	step 2	
51088	12902	-1	159	0	159	step 2	
3356	35205	-1	6747	0	6747	step 2	
58243	35205	-1	115	0	115	step 2	
2914	38016	-1	1580	0	1580	step 2	
6939	38016	-1	10884	0	10884	step 2	
4455	38016	-1	2387	0	2387	step 2	
31216	38016	-1	130	0	130	step 2	
1299	60517	-1	2510	0	2510	step 2	
25447	60517	-1	37	0	37	step 2	
9002	200197	-1	2932	0	2932	step 2	
27257	200197	-1	19	0	19	step 2	
46786	200197	-1	18	0	18	step 2	
3356	211633	-1	6747	0	6747	step 2	
1299	211633	-1	2510	0	2510	step 2	
6939	211633	-1	10884	0	10884	step 2	
3320	250	-1	698	0	698	step 2	
6939	250	-1	10884	0	10884	step 2	
5405	250	-1	1860	0	1860	step 2	
47147	250	-1	908	0	908	step 2	
50629	250	-1	627	0	627	step 2	
1273	250	-1	270	0	270	step 2	
174	9022	-1	6870	0	6870	step 2	
3356	9022	-1	6747	0	6747	step 2	
3320	9022	-1	698	0	698	step 2	
6939	9022	-1	10884	0	10884	step 2	
13335	9022	-1	1046	0	1046	step 2	
33915	29263	-1	29	0	29	step 2	
174	34788	-1	6870	0	6870	step 2	
3356	34788	-1	6747	0	6747	step 2	
1299	34788	-1	2510	0	2510	step 2	
3320	34788	-1	698	0	698	step 2	
3223	34788	-1	400	0	400	step 2	
6461	55219	-1	2722	0	2722	step 2	
2828	55219	-1	109	0	109	step 2	
15830	55219	-1	3370	0	3370	step 2	
174	35224	-1	6870	0	6870	step 2	
24785	35224	-1	241	0	241	step 2	
2914	41529	-1	1580	0	1580	step 2	
6939	41529	-1	10884	0	10884	step 2	
42093	41529	-1	126	0	126	step 2	
174	60522	-1	6870	0	6870	step 2	
12329	60522	-1	138	0	138	step 2	
174	196752	-1	6870	0	6870	step 2	
1299	196752	-1	2510	0	2510	step 2	
24785	197727	-1	241	0	241	step 2	
1299	208992	-1	2510	0	2510	step 2	
20764	208992	-1	1837	0	1837	step 2	
9049	208992	-1	580	0	580	step 2	
35598	208992	-1	442	0	442	step 2	
25478	208992	-1	75	0	75	step 2	
174	12470	-1	6870	0	6870	step 2	
3257	12470	-1	1869	0	1869	step 2	
3320	12470	-1	698	0	698	step 2	
3356	41041	-1	6747	0	6747	step 2	
6461	41041	-1	2722	0	2722	step 2	
2914	41041	-1	1580	0	1580	step 2	
3356	50295	-1	6747	0	6747	step 2	
6830	50295	-1	350	0	350	step 2	
6939	50295	-1	10884	0	10884	step 2	
24785	50295	-1	241	0	241	step 2	
3356	51865	-1	6747	0	6747	step 2	
2914	51865	-1	1580	0	1580	step 2	
6939	51865	-1	10884	0	10884	step 2	
3356	12576	-1	6747	0	6747	step 2	
5511	12576	-1	364	0	364	step 2	
174	12808	-1	6870	0	6870	step 2	
3356	12808	-1	6747	0	6747	step 2	
15830	12808	-1	3370	0	3370	step 2	
32787	20504	-1	973	0	973	step 2	
24785	20504	-1	241	0	241	step 2	
6939	60345	-1	10884	0	10884	step 2	
3223	60345	-1	400	0	400	step 2	
6939	64114	-1	10884	0	10884	step 2	
34927	64114	-1	2446	0	2446	step 2	
36236	64114	-1	457	0	457	step 2	
29802	64114	-1	187	0	187	step 2	
3356	204881	-1	6747	0	6747	step 2	
6939	204881	-1	10884	0	10884	step 2	
212033	204881	-1	4	0	4	step 2	
1299	210333	-1	2510	0	2510	step 2	
6939	210333	-1	10884	0	10884	step 2	
12843	210333	-1	146	0	146	step 2	
50673	211713	-1	1091	0	1091	step 2	
200023	211713	-1	134	0	134	step 2	
42093	211713	-1	126	0	126	step 2	
8881	20633	-1	417	0	417	step 2	
680	20633	-1	86	0	86	step 2	
3356	50414	-1	6747	0	6747	step 2	
1299	50414	-1	2510	0	2510	step 2	
34927	50414	-1	2446	0	2446	step 2	
20473	50414	-1	1336	0	1336	step 2	
53667	50414	-1	263	0	263	step 2	
56630	50414	-1	243	0	243	step 2	
42473	50414	-1	211	0	211	step 2	
917	50414	-1	193	0	193	step 2	
44684	50414	-1	173	0	173	step 2	
57695	50414	-1	172	0	172	step 2	
8849	50414	-1	133	0	133	step 2	
35487	50414	-1	28	0	28	step 2	
142616	50414	-1	19	0	19	step 2	
21641	50414	-1	17	0	17	step 2	
21473	56368	-1	160	0	160	step 2	
15945	56368	-1	11	0	11	step 2	
9002	205668	-1	2932	0	2932	step 2	
50673	205668	-1	1091	0	1091	step 2	
36351	212795	-1	301	0	301	step 2	
8365	212795	-1	167	0	167	step 2	
9002	8752	-1	2932	0	2932	step 2	
48166	8752	-1	50	0	50	step 2	
174	18676	-1	6870	0	6870	step 2	
3356	18676	-1	6747	0	6747	step 2	
8220	18676	-1	1905	0	1905	step 2	
13335	18676	-1	1046	0	1046	step 2	
3549	18676	-1	576	0	576	step 2	
1680	18676	-1	345	0	345	step 2	
62	18676	-1	121	0	121	step 2	
33652	18676	-1	71	0	71	step 2	
2914	25279	-1	1580	0	1580	step 2	
3320	25279	-1	698	0	698	step 2	
33891	25279	-1	2095	0	2095	step 2	
3223	25279	-1	400	0	400	step 2	
6848	25428	-1	34	0	34	step 2	
3320	34086	-1	698	0	698	step 2	
5605	34086	-1	99	0	99	step 2	
29075	41405	-1	1698	0	1698	step 2	
200780	41405	-1	810	0	810	step 2	
174	42228	-1	6870	0	6870	step 2	
3356	42228	-1	6747	0	6747	step 2	
2914	42228	-1	1580	0	1580	step 2	
4455	42228	-1	2387	0	2387	step 2	
31216	42228	-1	130	0	130	step 2	
33657	42228	-1	130	0	130	step 2	
25577	42228	-1	74	0	74	step 2	
12271	42228	-1	50	0	50	step 2	
5532	42228	-1	6	0	6	step 2	
6939	49820	-1	10884	0	10884	step 2	
8455	49820	-1	330	0	330	step 2	
2914	198046	-1	1580	0	1580	step 2	
174	205943	-1	6870	0	6870	step 2	
3257	205943	-1	1869	0	1869	step 2	
13335	205943	-1	1046	0	1046	step 2	
5617	205943	-1	299	0	299	step 2	
42673	205943	-1	10	0	10	step 2	
6939	8587	-1	10884	0	10884	step 2	
50673	8587	-1	1091	0	1091	step 2	
8455	8587	-1	330	0	330	step 2	
3320	12748	-1	698	0	698	step 2	
6939	12748	-1	10884	0	10884	step 2	
3209	12748	-1	171	0	171	step 2	
9136	12748	-1	156	0	156	step 2	
3320	20849	-1	698	0	698	step 2	
12843	20849	-1	146	0	146	step 2	
20676	20849	-1	142	0	142	step 2	
174	39560	-1	6870	0	6870	step 2	
1299	39560	-1	2510	0	2510	step 2	
6939	39560	-1	10884	0	10884	step 2	
39912	39560	-1	123	0	123	step 2	
174	42567	-1	6870	0	6870	step 2	
1299	42567	-1	2510	0	2510	step 2	
3257	42567	-1	1869	0	1869	step 2	
6762	42567	-1	688	0	688	step 2	
396998	42567	-1	282	0	282	step 2	
6939	43190	-1	10884	0	10884	step 2	
24785	43190	-1	241	0	241	step 2	
57866	43190	-1	119	0	119	step 2	
39637	43190	-1	119	0	119	step 2	
1299	43467	-1	2510	0	2510	step 2	
8455	49627	-1	330	0	330	step 2	
24785	49627	-1	241	0	241	step 2	
20847	49627	-1	151	0	151	step 2	
57866	49627	-1	119	0	119	step 2	
49544	58272	-1	309	0	309	step 2	
24785	58272	-1	241	0	241	step 2	
8220	197964	-1	1905	0	1905	step 2	
12387	197964	-1	134	0	134	step 2	
1299	200768	-1	2510	0	2510	step 2	
8881	200768	-1	417	0	417	step 2	
1299	202046	-1	2510	0	2510	step 2	
2914	202046	-1	1580	0	1580	step 2	
57353	202046	-1	80	0	80	step 2	
21473	209400	-1	160	0	160	step 2	
15945	209400	-1	11	0	11	step 2	
6939	213052	-1	10884	0	10884	step 2	
8283	213052	-1	241	0	241	step 2	
44854	213052	-1	113	0	113	step 2	
200132	213052	-1	64	0	64	step 2	
8881	21476	-1	417	0	417	step 2	
21385	21476	-1	143	0	143	step 2	
174	25455	-1	6870	0	6870	step 2	
6939	25455	-1	10884	0	10884	step 2	
50673	25455	-1	1091	0	1091	step 2	
15836	25455	-1	38	0	38	step 2	
31252	25455	-1	33	0	33	step 2	
33891	28693	-1	2095	0	2095	step 2	
3356	34966	-1	6747	0	6747	step 2	
6461	34966	-1	2722	0	2722	step 2	
3257	34966	-1	1869	0	1869	step 2	
6939	34966	-1	10884	0	10884	step 2	
5405	34966	-1	1860	0	1860	step 2	
3209	34966	-1	171	0	171	step 2	
50673	44858	-1	1091	0	1091	step 2	
57866	44858	-1	119	0	119	step 2	
3320	205881	-1	698	0	698	step 2	
8767	205881	-1	224	0	224	step 2	
174	211945	-1	6870	0	6870	step 2	
20473	212024	-1	1336	0	1336	step 2	
58057	212024	-1	612	0	612	step 2	
3204	212024	-1	209	0	209	step 2	
174	216071	-1	6870	0	6870	step 2	
9002	216071	-1	2932	0	2932	step 2	
31500	216071	-1	340	0	340	step 2	
59796	216071	-1	191	0	191	step 2	
52000	216071	-1	78	0	78	step 2	
174	8683	-1	6870	0	6870	step 2	
2914	8683	-1	1580	0	1580	step 2	
3257	8918	-1	1869	0	1869	step 2	
24785	8918	-1	241	0	241	step 2	
33891	15594	-1	2095	0	2095	step 2	
13237	15594	-1	403	0	403	step 2	
12306	15594	-1	138	0	138	step 2	
3320	21161	-1	698	0	698	step 2	
8881	21161	-1	417	0	417	step 2	
1299	43942	-1	2510	0	2510	step 2	
28716	43942	-1	804	0	804	step 2	
9049	47457	-1	580	0	580	step 2	
35237	47457	-1	30	0	30	step 2	
6939	49463	-1	10884	0	10884	step 2	
8220	49463	-1	1905	0	1905	step 2	
8218	49463	-1	1553	0	1553	step 2	
3356	51154	-1	6747	0	6747	step 2	
2914	51154	-1	1580	0	1580	step 2	
1299	58323	-1	2510	0	2510	step 2	
33891	58323	-1	2095	0	2095	step 2	
1299	59437	-1	2510	0	2510	step 2	
6939	59437	-1	10884	0	10884	step 2	
33891	59437	-1	2095	0	2095	step 2	
1257	59437	-1	312	0	312	step 2	
2116	59437	-1	89	0	89	step 2	
200675	59437	-1	29	0	29	step 2	
8455	61200	-1	330	0	330	step 2	
24785	61200	-1	241	0	241	step 2	
174	200062	-1	6870	0	6870	step 2	
33891	200062	-1	2095	0	2095	step 2	
28876	200062	-1	111	0	111	step 2	
3320	12886	-1	698	0	698	step 2	
13237	12886	-1	403	0	403	step 2	
8767	12886	-1	224	0	224	step 2	
3320	15817	-1	698	0	698	step 2	
33891	15817	-1	2095	0	2095	step 2	
1299	25415	-1	2510	0	2510	step 2	
6939	25415	-1	10884	0	10884	step 2	
33891	25415	-1	2095	0	2095	step 2	
47147	29081	-1	908	0	908	step 2	
6461	31328	-1	2722	0	2722	step 2	
8220	31328	-1	1905	0	1905	step 2	
2686	31328	-1	271	0	271	step 2	
9002	39378	-1	2932	0	2932	step 2	
9009	39378	-1	394	0	394	step 2	
47447	39378	-1	155	0	155	step 2	
174	48305	-1	6870	0	6870	step 2	
3257	48305	-1	1869	0	1869	step 2	
2914	48305	-1	1580	0	1580	step 2	
6939	48305	-1	10884	0	10884	step 2	
1828	48305	-1	333	0	333	step 2	
56911	48305	-1	109	0	109	step 2	
174	58273	-1	6870	0	6870	step 2	
3356	58273	-1	6747	0	6747	step 2	
6461	58273	-1	2722	0	2722	step 2	
174	201838	-1	6870	0	6870	step 2	
3356	201838	-1	6747	0	6747	step 2	
2914	201838	-1	1580	0	1580	step 2	
174	205678	-1	6870	0	6870	step 2	
1299	205678	-1	2510	0	2510	step 2	
8220	205678	-1	1905	0	1905	step 2	
3303	205678	-1	1048	0	1048	step 2	
3257	205975	-1	1869	0	1869	step 2	
2914	205975	-1	1580	0	1580	step 2	
3356	24594	-1	6747	0	6747	step 2	
2914	24594	-1	1580	0	1580	step 2	
6939	24594	-1	10884	0	10884	step 2	
12389	30855	-1	1297	0	1297	step 2	
8359	30855	-1	1045	0	1045	step 2	
3356	36182	-1	6747	0	6747	step 2	
1299	36182	-1	2510	0	2510	step 2	
3257	36182	-1	1869	0	1869	step 2	
2914	36182	-1	1580	0	1580	step 2	
4258	36182	-1	52	0	52	step 2	
3356	44608	-1	6747	0	6747	step 2	
3257	44608	-1	1869	0	1869	step 2	
24785	44608	-1	241	0	241	step 2	
20485	51343	-1	1472	0	1472	step 2	
3356	198018	-1	6747	0	6747	step 2	
1299	198018	-1	2510	0	2510	step 2	
2914	198018	-1	1580	0	1580	step 2	
3320	198018	-1	698	0	698	step 2	
6939	198018	-1	10884	0	10884	step 2	
32787	198018	-1	973	0	973	step 2	
1299	200070	-1	2510	0	2510	step 2	
6939	200070	-1	10884	0	10884	step 2	
1853	200070	-1	136	0	136	step 2	
5459	200070	-1	16	0	16	step 2	
7521	200070	-1	6	0	6	step 2	
33891	200735	-1	2095	0	2095	step 2	
21473	202661	-1	160	0	160	step 2	
12843	202661	-1	146	0	146	step 2	
3356	21336	-1	6747	0	6747	step 2	
3320	21336	-1	698	0	698	step 2	
12312	21336	-1	113	0	113	step 2	
3356	30827	-1	6747	0	6747	step 2	
6461	30827	-1	2722	0	2722	step 2	
1299	30827	-1	2510	0	2510	step 2	
2914	30827	-1	1580	0	1580	step 2	
174	39202	-1	6870	0	6870	step 2	
1299	39202	-1	2510	0	2510	step 2	
24785	50072	-1	241	0	241	step 2	
33891	61244	-1	2095	0	2095	step 2	
199081	197899	-1	20	0	20	step 2	
3209	202707	-1	171	0	171	step 2	
12941	202707	-1	112	0	112	step 2	
174	206067	-1	6870	0	6870	step 2	
3257	206067	-1	1869	0	1869	step 2	
3257	211597	-1	1869	0	1869	step 2	
174	13360	-1	6870	0	6870	step 2	
3356	13360	-1	6747	0	6747	step 2	
6461	13360	-1	2722	0	2722	step 2	
1299	13360	-1	2510	0	2510	step 2	
3257	13360	-1	1869	0	1869	step 2	
6453	13360	-1	648	0	648	step 2	
6939	13360	-1	10884	0	10884	step 2	
4637	13360	-1	707	0	707	step 2	
22652	13360	-1	121	0	121	step 2	
16397	13360	-1	55	0	55	step 2	
5405	25516	-1	1860	0	1860	step 2	
12732	25516	-1	120	0	120	step 2	
29075	41090	-1	1698	0	1698	step 2	
8218	41090	-1	1553	0	1553	step 2	
174	43519	-1	6870	0	6870	step 2	
3356	43519	-1	6747	0	6747	step 2	
1299	43519	-1	2510	0	2510	step 2	
3257	43519	-1	1869	0	1869	step 2	
2914	43519	-1	1580	0	1580	step 2	
3356	47631	-1	6747	0	6747	step 2	
2914	47631	-1	1580	0	1580	step 2	
6453	47631	-1	648	0	648	step 2	
3356	48101	-1	6747	0	6747	step 2	
2914	48101	-1	1580	0	1580	step 2	
6939	48101	-1	10884	0	10884	step 2	
3257	49088	-1	1869	0	1869	step 2	
6939	49088	-1	10884	0	10884	step 2	
3356	204109	-1	6747	0	6747	step 2	
6939	204109	-1	10884	0	10884	step 2	
33891	204109	-1	2095	0	2095	step 2	
31027	210226	-1	376	0	376	step 2	
6939	213050	-1	10884	0	10884	step 2	
15830	213050	-1	3370	0	3370	step 2	
20847	213050	-1	151	0	151	step 2	
4826	31800	-1	1314	0	1314	step 2	
52025	31800	-1	360	0	360	step 2	
14987	31800	-1	3	0	3	step 2	
42316	31800	-1	2	0	2	step 2	
3320	41289	-1	698	0	698	step 2	
680	41289	-1	86	0	86	step 2	
174	42611	-1	6870	0	6870	step 2	
6461	42611	-1	2722	0	2722	step 2	
13237	60868	-1	403	0	403	step 2	
174	200596	-1	6870	0	6870	step 2	
3356	200596	-1	6747	0	6747	step 2	
6461	200596	-1	2722	0	2722	step 2	
1299	200596	-1	2510	0	2510	step 2	
2914	200596	-1	1580	0	1580	step 2	
9498	200596	-1	1233	0	1233	step 2	
32787	200596	-1	973	0	973	step 2	
4755	200596	-1	786	0	786	step 2	
3549	200596	-1	576	0	576	step 2	
1221	200596	-1	303	0	303	step 2	
12182	200596	-1	34	0	34	step 2	
6939	206825	-1	10884	0	10884	step 2	
12843	206825	-1	146	0	146	step 2	
200924	206825	-1	113	0	113	step 2	
8455	208034	-1	330	0	330	step 2	
174	210893	-1	6870	0	6870	step 2	
3257	210893	-1	1869	0	1869	step 2	
2914	210893	-1	1580	0	1580	step 2	
3320	28979	-1	698	0	698	step 2	
6939	28979	-1	10884	0	10884	step 2	
33891	28979	-1	2095	0	2095	step 2	
34309	28979	-1	185	0	185	step 2	
200086	51324	-1	4	0	4	step 2	
3356	51809	-1	6747	0	6747	step 2	
3257	51809	-1	1869	0	1869	step 2	
174	198736	-1	6870	0	6870	step 2	
3223	198736	-1	400	0	400	step 2	
1299	201119	-1	2510	0	2510	step 2	
20764	201119	-1	1837	0	1837	step 2	
50673	201119	-1	1091	0	1091	step 2	
28917	201119	-1	893	0	893	step 2	
9049	201119	-1	580	0	580	step 2	
41095	201119	-1	496	0	496	step 2	
35598	201119	-1	442	0	442	step 2	
31500	201119	-1	340	0	340	step 2	
29076	201119	-1	298	0	298	step 2	
50509	201119	-1	269	0	269	step 2	
8641	201119	-1	244	0	244	step 2	
12695	201119	-1	197	0	197	step 2	
49063	201119	-1	99	0	99	step 2	
174	202282	-1	6870	0	6870	step 2	
3356	202282	-1	6747	0	6747	step 2	
3257	202282	-1	1869	0	1869	step 2	
174	6082	-1	6870	0	6870	step 2	
2914	6082	-1	1580	0	1580	step 2	
174	29141	-1	6870	0	6870	step 2	
3320	29141	-1	698	0	698	step 2	
6939	29141	-1	10884	0	10884	step 2	
33891	29141	-1	2095	0	2095	step 2	
24961	29141	-1	389	0	389	step 2	
38930	29141	-1	26	0	26	step 2	
174	34066	-1	6870	0	6870	step 2	
2914	34066	-1	1580	0	1580	step 2	
174	48945	-1	6870	0	6870	step 2	
3356	56990	-1	6747	0	6747	step 2	
1299	56990	-1	2510	0	2510	step 2	
2914	56990	-1	1580	0	1580	step 2	
25577	56990	-1	74	0	74	step 2	
174	59655	-1	6870	0	6870	step 2	
6461	59655	-1	2722	0	2722	step 2	
3257	59655	-1	1869	0	1869	step 2	
41095	59655	-1	496	0	496	step 2	
35432	59655	-1	181	0	181	step 2	
15805	59655	-1	11	0	11	step 2	
1299	59811	-1	2510	0	2510	step 2	
2914	59811	-1	1580	0	1580	step 2	
6762	59811	-1	688	0	688	step 2	
20764	61979	-1	1837	0	1837	step 2	
25478	61979	-1	75	0	75	step 2	
31208	61979	-1	10	0	10	step 2	
3320	206775	-1	698	0	698	step 2	
34309	206775	-1	185	0	185	step 2	
24989	206775	-1	16	0	16	step 2	
3356	6717	-1	6747	0	6747	step 2	
3257	6717	-1	1869	0	1869	step 2	
174	11179	-1	6870	0	6870	step 2	
3356	11179	-1	6747	0	6747	step 2	
1299	11179	-1	2510	0	2510	step 2	
701	11179	-1	1238	0	1238	step 2	
3491	11179	-1	744	0	744	step 2	
3320	11179	-1	698	0	698	step 2	
12956	11179	-1	261	0	261	step 2	
2828	11179	-1	109	0	109	step 2	
15830	11179	-1	3370	0	3370	step 2	
8220	11179	-1	1905	0	1905	step 2	
9498	11179	-1	1233	0	1233	step 2	
13335	11179	-1	1046	0	1046	step 2	
4755	11179	-1	786	0	786	step 2	
4637	11179	-1	707	0	707	step 2	
7473	11179	-1	354	0	354	step 2	
10429	11179	-1	329	0	329	step 2	
577	11179	-1	322	0	322	step 2	
852	11179	-1	254	0	254	step 2	
